ID,y
861,112.262002896
864,93.9811043953
865,112.243935331
866,94.3124727085
867,93.8948548356
869,94.6564079508
871,93.6439276917
872,111.826400213
882,103.780750199
883,94.0698241454
885,94.7266163148
888,95.0898288759
893,111.899096534
901,111.794900719
903,104.284187351
904,94.4693630907
905,104.478080123
910,94.7980758303
911,112.247069122
914,112.659148892
918,113.019083619
921,93.5616079959
928,94.2773582561
929,104.403282211
932,94.7687020338
933,104.701386327
934,94.7979315445
935,112.26918741
937,79.4955152666
939,94.5072975311
940,103.836478215
941,94.8211431556
942,103.62395566
943,94.2842894856
944,104.192872514
947,111.867727885
949,112.416640475
951,112.268132609
952,94.9587269447
953,104.315556372
954,80.0625039232
957,112.483670016
959,93.3900052151
960,115.856966848
963,115.882271124
965,111.86761967
967,104.317491505
971,94.2689455865
972,78.824712723
973,94.2868404516
974,112.504899601
975,95.6088752368
978,117.302100855
980,112.349399357
981,94.602611143
984,112.828108246
986,94.8023033735
988,93.3759100931
989,112.197421116
990,104.020785422
992,111.888088377
996,94.6214622516
999,112.989116674
1000,94.5391399252
1001,112.302405736
1002,93.3652942255
1003,112.472056188
1004,93.4739584338
1008,111.975398321
1009,94.497917989
1010,104.948913133
1012,116.008929314
1013,93.7079399583
1014,112.834401556
1015,94.3283980566
1016,116.19523832
1019,95.2923861549
1020,113.115325567
1021,94.8433145753
1022,104.435428587
1024,94.8432965396
1025,79.7959276583
1027,94.7204223637
1028,104.903146722
1029,95.6936870073
1030,94.5019134113
1033,112.538846656
1036,94.4293359218
1037,112.204230575
1038,94.128292351
1042,94.6416422938
1043,104.251496499
1044,94.2580346949
1045,112.060625099
1047,114.823060837
1050,93.9982816026
1051,112.008353257
1054,94.3155047035
1056,94.6433894979
1057,94.1419058199
1059,94.9843929593
1062,104.059348704
1063,104.483336356
1064,94.6433414026
1066,94.1519925251
1070,104.579673349
1076,112.203627206
1077,102.794430001
1078,112.077699655
1080,112.396263323
1082,112.05669122
1083,94.6773482652
1089,113.13829747
1091,95.2096564321
1093,94.4376918877
1097,94.3163571081
1099,93.6216726301
1101,94.9822608077
1103,95.9189348751
1104,112.177106944
1106,112.055016978
1109,94.3632857325
1110,112.288383739
1111,94.6126759097
1112,112.128434828
1114,94.0893243681
1116,94.2359978449
1117,112.798008098
1120,94.393857142
1124,112.555953991
1125,93.7525301589
1126,112.614871411
1134,112.111641858
1137,93.875170861
1138,112.317573316
1144,111.702732809
1145,94.5508966458
1146,94.0818895859
1148,95.9474958212
1150,94.5276260645
1152,104.506128189
1153,94.8836889002
1154,104.018941177
1155,94.4123023647
1157,94.2807019912
1162,94.6474287383
1165,112.503499556
1166,93.8537215302
1167,104.46417882
1168,95.0367820211
1169,103.84563498
1171,116.563993547
1172,95.1427096663
1173,103.845610933
1174,94.4859089287
1176,94.9479987322
1177,104.12593524
1178,94.1888055526
1182,112.548479446
1186,94.9518120514
1187,113.066139453
1188,94.4805416422
1189,116.487205157
1191,104.9447842
1192,94.8489390549
1197,112.292441033
1198,93.8320465345
1200,78.9886581706
1201,94.6407044117
1203,94.9655410957
1209,115.940743976
1214,104.342396235
1218,112.291994988
1222,94.3820081201
1226,94.7955484756
1228,94.2382438079
1230,94.150511393
1232,79.1598464407
1233,94.4821053973
1236,114.782648745
1238,95.1921079759
1241,111.780808711
1244,105.13213393
1246,94.8083241004
1247,112.372543933
1250,112.850087848
1251,93.5283668523
1254,113.09956026
1255,94.329713517
1256,111.628849575
1257,94.1840054672
1258,94.3812071542
1259,112.003722958
1260,94.8242029338
1263,112.203756894
1267,79.2459259735
1268,111.263439412
1271,94.7192755766
1272,112.119062284
1274,105.066033662
1275,94.7629679596
1276,112.052723539
1277,94.3953415278
1279,94.1371965695
1281,94.8494596041
1282,94.4037512421
1283,112.184560476
1285,112.314965322
1286,94.0921324475
1289,112.469924795
1296,112.527011618
1299,94.4955794723
1301,94.6817242617
1306,94.0422111969
1307,94.3492422593
1308,94.3068996775
1313,112.061114685
1314,94.9945068716
1315,112.312152824
1316,94.326996322
1317,112.09771936
1319,93.8746009669
1323,94.9832989058
1324,105.066898489
1325,94.2808891109
1328,104.005463866
1329,94.5043020109
1330,112.503827476
1331,94.449470288
1332,104.502697947
1337,95.111792609
1338,112.168909996
1339,93.8280408838
1340,112.545805321
1343,112.911036919
1347,104.616331647
1348,94.1943479439
1349,104.379517146
1352,94.1621941015
1354,95.8502059764
1359,112.634169183
1360,95.0682739139
1363,112.133796877
1364,95.0881345049
1365,104.324891747
1366,94.7975878918
1372,94.9547065818
1375,104.246464046
1376,94.2756996911
1378,94.0057620468
1379,112.718471885
1380,95.0548785293
1381,103.931968793
1384,114.174425993
1387,94.5146121919
1388,111.944091579
1392,79.2372826772
1394,103.936443436
1395,94.9005521947
1396,112.114013828
1398,94.2800611425
1399,112.113995793
1400,94.7047874882
1401,94.1674854127
1403,94.4896792153
1404,110.92652146
1406,112.113953709
1407,94.240158399
1408,112.238445775
1410,79.4280664279
1412,112.11628275
1413,94.7977141829
1415,94.8608080178
1420,112.238373632
1422,112.245808537
1423,107.350177934
1424,112.238349584
1425,95.0530205669
1426,79.4279702374
1427,94.972968232
1429,93.9403395873
1430,112.361144071
1431,95.0783807548
1432,104.046560867
1434,112.327108183
1437,94.5784336258
1438,104.627309323
1440,112.42827603
1441,112.195665037
1442,94.4755027106
1444,111.673765898
1445,95.099847326
1446,104.609531891
1448,93.8350161447
1453,94.4001922725
1454,112.11603025
1455,94.92111128
1456,112.354246022
1458,112.116006202
1459,94.3793776706
1461,94.3636254838
1465,94.5831282484
1466,111.658435882
1469,94.9926903322
1472,94.4206926702
1474,95.142050747
1477,112.872511597
1479,111.865053284
1482,94.0597234628
1483,79.1109909293
1487,95.0194375866
1488,112.488778474
1490,112.714016694
1492,111.490561622
1494,116.45682233
1496,104.747376743
1497,95.0202830918
1499,95.2987180154
1502,96.5583540029
1507,111.969596211
1508,94.1704878112
1509,111.873967165
1511,94.3055710938
1512,112.584741671
1513,115.290742862
1514,110.069297642
1518,112.713344821
1519,93.5290974695
1522,112.138400119
1524,79.0405982259
1527,94.4749916984
1529,93.9679718108
1532,103.901455995
1536,112.412516392
1537,116.051946509
1539,105.11946889
1542,116.635398663
1543,94.2746957024
1544,104.942193301
1545,79.2744875163
1550,94.3004943783
1551,112.464481572
1554,104.804592332
1556,105.015814856
1559,94.195129324
1560,79.6130133987
1562,97.1159989379
1566,93.7232271413
1567,112.75611054
1569,104.443073154
1570,112.362154457
1571,112.274221563
1574,94.1700910252
1578,104.644596474
1580,94.3856490781
1583,112.544397833
1584,94.1700309062
1585,112.677106757
1586,94.7524437244
1587,112.401475226
1588,93.5460852968
1590,114.681098548
1592,103.924034234
1596,111.404798115
1598,111.940161484
1599,94.2105159534
1604,114.653638176
1606,103.885536066
1607,94.8030633757
1608,103.602123929
1609,116.573819133
1611,94.7366591027
1613,94.9377423512
1616,94.933588963
1619,112.186337045
1620,93.4056188678
1621,112.67383857
1622,94.2431996435
1625,111.605512392
1627,116.573710918
1629,112.346331926
1634,94.9044562409
1636,94.4656281153
1638,104.161385444
1639,94.9070073531
1641,94.9284230166
1643,94.9220578999
1644,103.701382182
1645,116.597775494
1646,94.5211283931
1647,105.45958895
1648,94.7669666786
1652,94.3852162207
1653,112.464783885
1656,95.9754452167
1658,94.2101612508
1659,112.418750193
1661,94.6757852237
1663,94.8053512205
1664,112.536815532
1665,94.5071671996
1666,105.003991742
1667,104.040650645
1668,79.179751247
1669,103.868747864
1670,94.7792640477
1672,112.433297588
1674,112.447964519
1677,112.492464001
1678,94.0317912544
1679,111.966161083
1680,94.6769350625
1683,104.401457667
1686,104.136311919
1687,112.251577747
1689,112.450033459
1690,94.0757962318
1691,115.886958175
1692,112.531344769
1693,94.1693756082
1695,94.3084679476
1696,94.4193460028
1697,112.283420423
1700,104.683970748
1701,94.7485206061
1702,112.410801252
1703,93.8401479556
1704,112.825446821
1706,95.1008743276
1707,113.077263529
1708,94.6316801219
1710,94.6401814722
1711,104.083540311
1713,104.82234081
1717,104.019974271
1719,104.643748795
1720,94.2478563634
1722,94.3086004199
1725,103.882577607
1726,94.553378243
1727,104.161315102
1729,112.158678176
1730,94.1621368182
1731,112.533739578
1733,104.683772355
1734,94.629672381
1735,112.270103262
1738,94.9502736386
1742,94.5131436059
1745,112.447537674
1747,94.8939197175
1749,94.8907977285
1751,94.6483359775
1752,79.0788338151
1753,104.077326931
1754,94.7813541306
1755,94.7828896403
1756,105.224899116
1758,112.707095444
1759,94.5331218556
1760,104.643596482
1761,112.365883256
1762,94.3392946488
1763,111.707050126
1764,91.6747243912
1766,94.6855100559
1768,94.5118378961
1769,79.4465939998
1771,112.040833818
1772,94.8738268295
1773,104.294228145
1774,95.0958323673
1775,112.147336138
1777,112.986796892
1779,94.5755583802
1780,105.62400958
1787,94.0144857898
1788,93.9600378028
1790,95.0418698236
1796,112.153529895
1801,93.7489718509
1803,94.4979836854
1807,112.08294527
1809,112.783335373
1812,94.0438636633
1813,112.533516498
1814,94.4743977777
1815,112.244235981
1816,94.6489600004
1818,93.5439276029
1820,94.1821313829
1821,113.241901425
1822,94.6998757585
1825,93.9981312117
1826,103.900531956
1828,94.1859437392
1831,103.819712665
1836,111.378648104
1837,94.0016574494
1841,94.9128546305
1844,103.585623595
1848,95.0829528451
1851,104.886188665
1852,94.5249284768
1853,93.5859073223
1854,112.054891714
1856,94.5617660149
1859,113.008147693
1860,94.441297928
1861,78.8906293672
1863,104.797474832
1865,94.7299405693
1866,104.992589576
1867,94.7118870748
1868,93.598578293
1872,94.5674184071
1879,94.5153809109
1880,104.040275367
1882,94.2070448725
1885,104.116867317
1887,103.746638924
1888,94.1238106376
1890,117.963549797
1894,94.7668330343
1895,103.759099337
1896,94.4839586966
1897,112.60317141
1900,112.48942199
1901,93.9936332489
1902,111.763428121
1905,93.9880455459
1906,111.398725823
1912,104.434758816
1915,94.1809803956
1916,103.944737636
1917,94.2955897016
1918,104.001541361
1920,80.3136685561
1923,94.1649080725
1924,104.034275413
1925,94.696148548
1930,116.529569059
1932,112.155164004
1933,94.7377655397
1934,112.578402566
1935,94.1003242908
1940,79.3920076139
1941,93.9987842331
1942,114.955729854
1943,93.9815738265
1944,93.8178712541
1945,110.642757592
1948,116.142043058
1949,93.9007848628
1952,94.6890498964
1954,94.1346491515
1955,112.280422459
1958,94.2585193943
1959,79.380774505
1960,111.733232418
1963,94.9874039339
1965,94.6910762998
1968,104.327269058
1969,95.0976351177
1971,94.9427207442
1972,112.283766049
1973,93.4758004362
1975,93.4891856291
1977,94.9786334941
1978,94.4387957026
1979,112.163919583
1981,93.5111298433
1982,112.305068235
1987,111.965423307
1988,93.6820853796
1993,94.8861942486
1997,94.177744937
1999,94.7874013597
2001,94.9194948138
2002,113.537779822
2003,94.1410100936
2004,79.4087012046
2006,112.912300048
2007,94.5028139652
2009,104.831581737
2010,94.2482142052
2013,95.0530792059
2018,79.1690162296
2022,104.830437421
2024,112.962217598
2025,94.8982326726
2026,105.034354769
2030,104.834965009
2031,94.5265302627
2032,104.540970981
2033,94.6248310081
2035,94.2618351412
2036,113.080782715
2037,93.9264530477
2040,94.8266547586
2043,113.425381442
2044,104.909827522
2046,103.750089486
2054,111.983687824
2055,94.4722249051
2056,105.391594283
2059,94.1122436091
2060,94.1137329585
2062,94.0046923665
2063,112.184697726
2066,94.8875030876
2067,112.423296823
2072,96.9974727663
2073,112.037812777
2074,94.512801178
2075,112.585087741
2076,94.2225411599
2080,94.4710605926
2082,94.1136006965
2085,111.804955242
2087,112.887101474
2091,111.616585067
2092,94.8496242237
2093,105.391371842
2098,94.8231514058
2101,111.67819315
2102,93.8010855773
2103,79.3801947108
2105,105.158854451
2106,94.4653390071
2107,112.562182652
2110,94.6181115964
2114,94.4689245724
2115,114.916367345
2117,80.2715947209
2118,94.1689088637
2119,103.717038642
2120,94.5311044607
2122,94.4665914496
2123,112.269399999
2126,94.9571850165
2127,103.946467123
2128,94.306804872
2129,112.404696821
2132,94.951568127
2135,104.70018757
2138,94.696495509
2139,116.415115243
2141,112.205518417
2142,94.1996986953
2146,94.8581649371
2151,112.175977576
2157,104.834674598
2159,113.01024192
2162,94.4313567104
2164,116.030675211
2167,93.52396307
2168,111.591608711
2171,94.2004096115
2173,94.7782601839
2174,104.881249031
2175,94.1187126436
2178,94.5397228203
2180,95.5073545343
2185,111.925887612
2189,93.9588098629
2190,112.590053086
2192,103.676225491
2194,113.277687778
2200,113.804178886
2201,94.3367878143
2203,111.731893595
2204,94.1690070223
2205,111.984209357
2209,112.349419423
2213,104.113895764
2214,94.0326807019
2215,112.955095683
2216,94.3580675698
2218,94.0589475478
2219,104.180862566
2220,94.9345788925
2222,94.9436590209
2223,112.083999614
2225,112.415377971
2226,94.5366470301
2230,94.5113455746
2233,112.301960406
2234,111.916430947
2235,94.1688206531
2236,79.631887159
2237,94.4154454506
2240,113.601122547
2241,94.4536679728
2248,104.66776729
2249,94.8604296216
2250,112.27168747
2252,111.877236523
2253,94.1288385293
2254,111.824108655
2256,80.7818247944
2258,93.9721051991
2259,112.746883606
2262,95.7061108254
2265,94.5171508341
2266,104.737735065
2269,94.4318498321
2271,94.7361926091
2273,93.7728125577
2274,113.434996107
2275,94.3460398936
2277,94.1523886216
2279,94.1448439709
2280,78.7238061672
2282,95.4767806873
2283,104.376215767
2288,93.3495857012
2289,112.515799765
2291,94.4244398277
2292,115.960414293
2297,94.9937854702
2298,103.895755193
2299,95.24057603
2300,111.900878863
2301,94.0439121484
2304,94.9048710064
2305,104.089020954
2306,95.7058463014
2308,94.097206883
2309,112.505937424
2311,99.8498890995
2312,103.619127984
2316,103.971718099
2321,103.923479468
2322,111.957687272
2325,103.635337393
2326,94.3419778719
2329,115.960191853
2330,94.1525048659
2331,104.125134287
2332,111.918812127
2333,95.7056839799
2334,103.663811991
2335,111.674646967
2337,111.620714369
2338,94.5261164912
2340,111.918764032
2342,99.8143462551
2345,93.8164509217
2349,94.2740445451
2351,80.2523207094
2352,94.3948372615
2354,111.5738729
2355,115.652942933
2357,112.402941943
2358,94.0217973511
2360,94.7854748853
2361,111.573830817
2364,94.3569836569
2366,95.5098627059
2369,104.255333602
2370,94.8185873736
2371,111.926321498
2373,113.343357036
2374,94.9271821215
2376,112.293780781
2378,110.922045347
2382,94.8356610905
2383,93.6304144642
2386,103.756880761
2387,94.8984848077
2389,93.9846627598
2390,111.429273112
2392,93.9517638604
2398,111.802852902
2399,94.3604131613
2400,96.6811698057
2401,111.890905263
2402,94.4746446087
2404,94.9328821235
2407,111.854837882
2408,112.715096414
2409,112.717371591
2412,80.3225904211
2413,94.957770776
2415,94.6313231303
2420,110.601006005
2422,94.9256275809
2423,103.475502273
2426,94.949224973
2432,95.7733010342
2434,94.0346591955
2435,97.8211095397
2436,112.767472495
2438,110.860416651
2440,111.92076876
2443,94.5717410419
2444,94.0324220053
2447,104.400541563
2450,94.5145817254
2454,94.3491069387
2455,112.300691094
2459,95.7305612451
2460,112.022577233
2463,94.208782582
2465,94.4049656535
2468,79.485967741
2469,94.0193425775
2474,93.7988295879
2478,94.2335458248
2480,93.9700717876
2481,113.334826876
2489,95.7114676188
2490,104.634505384
2492,94.0034011339
2496,95.7187039778
2497,112.721557509
2500,94.4170264175
2505,95.8012609546
2507,93.9526544418
2508,111.857540337
2509,94.4390660067
2510,79.3470874154
2513,93.3783309832
2515,95.7113113091
2518,93.6296028565
2519,113.493073055
2520,93.6295908327
2521,112.512440941
2523,112.380879208
2525,94.4915959105
2529,111.420722802
2530,94.1341797085
2533,111.834378741
2535,93.7648568516
2538,104.08484308
2544,110.473842618
2553,111.810973814
2556,94.4244970577
2558,93.6289349594
2559,114.301850142
2560,94.1391439776
2561,112.078206297
2562,93.6979342188
2563,111.622266417
2564,93.8957856064
2565,111.959289099
2567,104.654430911
2572,94.3621647595
2575,94.6641875239
2576,113.2427966
2577,94.1373384212
2578,94.7052305734
2579,111.851565326
2580,93.6777054644
2582,112.57186972
2583,94.3074146784
2587,94.2606618393
2589,111.987545715
2590,95.7242451266
2591,111.407357205
2594,93.8035202565
2597,94.7832444836
2598,104.59811435
2599,94.5868365858
2600,103.53757328
2602,112.397811991
2603,94.3619783904
2604,104.391125945
2606,112.373947865
2607,78.9193910694
2608,95.3497038746
2613,111.529188444
2614,95.2117512383
2615,113.47649463
2617,112.107094973
2620,94.3888599704
2623,113.101370241
2624,94.489184386
2627,111.529104277
2629,78.9192588074
2630,99.3112654238
2632,94.8350303225
2636,94.2982182751
2639,94.3596589424
2640,104.731744259
2642,111.395408142
2644,104.628561374
2646,111.861977844
2647,94.3040985789
2649,94.8246413804
2650,106.922034454
2652,104.556201877
2653,103.262389954
2655,108.136786042
2657,111.698466838
2659,112.036142967
2662,93.6866518756
2663,113.590942486
2664,94.6895005366
2665,103.357630278
2670,94.5808475278
2671,103.466243769
2672,95.3992639274
2675,104.507151555
2677,111.993242253
2679,112.323872155
2683,112.018543401
2684,94.303531703
2685,94.2008314539
2688,103.726845608
2689,94.7850963199
2690,103.872955177
2693,96.4445016733
2694,112.702501955
2697,96.2571024401
2699,94.4688924867
2703,93.9253998602
2705,104.007283871
2709,79.2242724717
2710,94.399877018
2711,111.840884833
2712,96.5197500087
2713,94.8807111802
2714,112.727738136
2715,93.6424411745
2717,93.3818958137
2718,112.50917371
2720,111.590362833
2721,94.5515721094
2726,94.7787048356
2728,94.5036124926
2731,103.473313321
2732,111.410345516
2734,93.9894123348
2736,103.996383874
2737,94.2128456265
2738,103.432888354
2739,112.885134835
2746,94.0255303403
2749,103.394942663
2751,117.999344707
2752,104.941267788
2753,94.0721087933
2757,104.583955549
2758,94.9980253534
2759,113.863316599
2760,99.2475046372
2762,112.055093912
2764,94.4785927081
2765,111.586433932
2769,112.377882029
2771,112.272634898
2774,93.9818742171
2776,94.1740490951
2777,114.914298323
2778,94.0526384542
2779,111.992209422
2782,93.4399233136
2784,94.5628715204
2787,94.3759380797
2789,94.6713037592
2792,94.8142726994
2798,94.5854571106
2799,104.320818966
2800,96.9588622817
2801,79.1096910561
2802,93.7804147007
2804,94.0664768686
2807,103.533736414
2808,94.9026164502
2809,113.515236269
2811,116.232997388
2812,94.5769112527
2814,93.4319413207
2816,94.7782851342
2817,112.49890596
2818,112.503334351
2820,112.355572248
2821,79.5937377166
2822,94.7087307198
2823,104.084445606
2824,94.6987540067
2826,100.668154989
2829,94.0727862536
2834,93.8952710677
2835,79.3524467662
2838,94.8596426228
2839,112.081371248
2840,93.6024778704
2841,112.459358545
2842,95.6125589161
2846,113.047561194
2848,95.5229481047
2849,94.0228900188
2850,112.704680831
2851,94.5216282629
2853,96.3423639527
2854,111.358756115
2858,113.476504381
2861,94.9645555889
2864,94.0688603217
2865,113.313246452
2866,111.895823044
2867,93.4418262991
2868,112.625165878
2870,112.415520981
2877,99.1335352527
2878,111.483237989
2880,112.040224351
2882,78.9025266455
2883,94.8214441855
2884,103.882510276
2885,97.1428157989
2887,95.6050175672
2888,111.525695665
2889,94.7020975269
2890,103.934583101
2891,99.240475679
2892,116.439064045
2893,94.4407362032
2898,112.455190477
2899,94.558563678
2900,112.62726977
2901,94.3000297878
2909,94.8664489557
2910,112.187314196
2911,112.420836321
2913,112.627679296
2914,95.5935846421
2918,94.3424080542
2919,112.263660846
2920,93.9512436207
2921,111.482979477
2922,94.9300016591
2923,104.011124977
2925,111.816685848
2926,93.6926007469
2927,111.692835678
2929,112.128140827
2933,93.6938680511
2934,112.402425648
2936,112.975323648
2941,103.720203811
2942,94.4398183149
2943,111.929173603
2945,104.406500007
2950,93.7547626172
2951,111.985087117
2953,113.612034419
2954,94.7223362518
2955,103.655786897
2956,95.110779198
2960,94.817751393
2962,93.9209680473
2963,104.92192488
2964,104.135882299
2966,78.6564054479
2967,94.5420358555
2968,112.785728018
2969,93.4319021141
2971,93.8030300321
2972,94.9546703642
2974,94.5415259265
2975,112.324778952
2977,117.605415521
2980,113.101535696
2981,93.519257494
2983,95.2899491521
2984,104.201247777
2985,115.915217157
2986,104.338328344
2987,94.9545801856
2989,94.6885748353
2990,111.93071863
2991,97.0056373708
2992,79.2823208274
2995,96.3185433133
2996,103.767123096
3002,112.196638332
3004,112.0807989
3005,115.812832515
3006,95.0445662403
3010,94.7589741302
3011,103.526945234
3014,93.692071699
3015,94.2861624611
3016,94.3109375877
3017,111.027777453
3018,93.9608389843
3021,103.30063231
3024,104.149800708
3028,94.0406196501
3030,94.0792072546
3032,94.5458724499
3039,94.3667431523
3040,104.327276722
3041,96.9550466344
3043,96.3861616517
3044,112.308689885
3046,112.091998121
3055,93.4747843293
3056,112.323390944
3058,93.885326486
3059,111.543035047
3061,116.400480894
3063,103.878824892
3066,94.8464694306
